"","County","TrumpPct","Votes","Less_Than_High_School_Diploma","At_Least_High_School_Diploma","At_Least_Bachelor's_Degree","Graduate_Degree","School_Enrollment","Median_Earnings_2010","Poor.physical.health.days","Poor.mental.health.days","Low.birthweight","Teen.births","Children.in.single.parent.households","Adult.smoking","Adult.obesity","Diabetes","Sexually.transmitted.infections","HIV.prevalence.rate","Uninsured","Unemployment","Violent.crime","Homicide.rate","Injury.deaths","Infant.mortality","precip","Candidate"
"114","Douglas County, Minnesota",64.5886324747,21623,8.8,91.2,21.4,6.9,73.6,26045.636825,2.5,2,0.06,18.5,0.191,0.208,0.269,0.083,124.4,26.3,0.097,0.048,106.41,NA,44.6,NA,637.794,"Trump"
"115","Jackson County, Minnesota",66.1837520631,5453,9.5,90.5,16.2,3.1,77.6,26868.935875,2.8,2.3,0.08,19.9,0.24,0.122,0.298,0.082,88.2,NA,0.1,0.038,95.81,NA,59.6,NA,728.218,"Trump"
"116","Norman County, Minnesota",52.5680693069,3232,12.4,87.6,14.9,2.5,75.8,23807.00476,NA,NA,0.07,22.1,0.204,0.194,0.328,0.102,58.2,NA,0.117,0.055,72.97,NA,72.8,NA,628.142,"Trump"
"117","Pine County, Minnesota",59.6620292811,13729,14.1,85.9,12.9,4.1,72.35,24218.175555,3.3,3.3,0.06,37.2,0.315,0.186,0.284,0.074,141.9,91.5,0.125,0.081,137.08,NA,70,NA,808.397333333,"Trump"
"118","Audrain County, Missouri",69.5111022603,10043,18.8,81.2,14,4.6,71.7,24096.693335,5.1,4.8,0.07,50.8,0.281,0.29,0.295,0.108,473.3,136.3,0.184,0.064,163.16,NA,66.2,NA,1087.374,"Trump"
"119","Henry County, Missouri",71.7605276509,9855,16.3,83.7,15.1,5,72.8,23999.14857,4,4.8,0.07,52.9,0.273,0.265,0.331,0.105,256.5,57,0.182,0.074,336.76,NA,90.3,NA,1095.502,"Trump"
"120","Lafayette County, Missouri",69.4087891242,15815,15,85,15.9,5,72.35,28000.50508,2.8,2.4,0.07,41.5,0.263,0.232,0.311,0.098,256,70.5,0.151,0.074,126.86,NA,67.3,7.2,1058.07933333,"Trump"
"121","Phelps County, Missouri",68.6469538894,18499,14.1,85.9,25.3,10.5,81.7,18981.966985,4.6,3.9,0.08,40.8,0.282,0.267,0.327,0.096,357.6,46.3,0.18,0.064,321.93,4.22,71.6,7.3,1224.788,"Trump"
"122","Ralls County, Missouri",75.370300038,5266,15.5,84.5,16.1,3.2,80.3,25908.297145,3.4,NA,0.07,33.9,0.244,0.208,0.323,0.123,252.9,NA,0.161,0.063,135.8,NA,65.2,NA,1037.336,"Trump"
"123","Amite County, Mississippi",60.8844021044,7033,26,74,9.2,3.1,65.65,21763.209205,4.4,3.6,0.12,61.9,0.475,0.269,0.347,0.145,329.1,191.2,0.242,0.104,NA,19.28,84.1,NA,NA,"Trump"
"124","Greene County, Alabama",17.235705471,4862,27.4,72.6,9.9,4.7,79.85,20350.601905,5.1,5.3,0.16,52.7,0.495,0.181,0.479,0.194,1636.6,242.8,0.177,0.114,1111.29,18.27,82,NA,NA,"Clinton"
"125","Limestone County, Alabama",73.1573604061,39400,19.6,80.4,20.8,6.3,73.55,27180.955555,3.6,3.1,0.09,45.6,0.278,0.219,0.338,0.107,319.8,161.6,0.164,0.062,108.75,5.62,64.7,7.3,1405.9535,"Trump"
"126","Faulkner County, Arkansas",61.8060852615,47196,12.6,87.4,26.4,8.6,76.8,23449.91016,4,3.5,0.08,35.3,0.28,0.18,0.294,0.104,388.5,90.6,0.172,0.066,296.92,3.67,62.5,6.7,1271.651,"Trump"
"127","Izard County, Arkansas",74.233241506,5445,18.4,81.6,12.3,4.4,73.75,20852.58349,7,6,0.08,50.9,0.313,0.257,0.303,0.11,298.1,66.9,0.225,0.082,51.84,NA,102.7,NA,1208.532,"Trump"
"128","Lake County, Colorado",39.811023622,3175,20.6,79.4,20.7,7.5,76,21959.749525,5.2,2.6,0.15,68.3,0.404,0.146,0.192,0.049,215.4,NA,0.272,0.1,272.24,NA,95,NA,398.78,"Clinton"
"129","Montezuma County, Colorado",61.1600818511,12706,11.6,88.4,26.5,9.7,67.65,24016.60762,3,3.9,0.07,54.5,0.315,0.187,0.218,0.066,487.4,62.2,0.223,0.085,254.16,9.69,110,NA,369.062,"Trump"
"130","Rio Grande County, Colorado",55.7580174927,5488,16.1,83.9,19.2,6.9,76.75,16318.481585,4.4,4.8,0.11,73.5,0.297,0.197,0.227,0.073,493.5,49.9,0.219,0.094,235.56,NA,105.7,NA,248.539,"Trump"
"131","New Castle County, Delaware",32.7026634234,261468,11.6,88.4,32.4,13.1,79.9,34948.39397,3.1,3.2,0.09,31,0.351,0.164,0.267,0.084,491,472.7,0.104,0.07,643.4,7.49,54.9,9,1143.84666667,"Clinton"
"132","Gulf County, Florida",73.0869624948,7279,22.3,77.7,13.6,5.8,70.4,25476.32381,4.3,3,0.1,44.6,0.459,0.24,0.311,0.113,359.8,689.7,0.215,0.085,392.9,NA,84.4,NA,1568.196,"Trump"
"133","Holmes County, Florida",87.8909005408,8506,25.9,74.1,11.1,3.7,63.55,24444.3273,5.2,3.6,0.08,64.8,0.343,0.218,0.306,0.153,145.9,373.9,0.228,0.071,298.12,NA,92,NA,1599.692,"Trump"
"134","Pasco County, Florida",58.9430016527,240814,13.9,86.1,20,6,76.1,28275.02635,4.6,4.9,0.08,36.4,0.275,0.259,0.285,0.112,224.5,162.2,0.21,0.099,339.39,4.93,98,7,1359.027,"Trump"
"135","Union County, Florida",80.2213244335,5693,22.9,77.1,9.3,2.7,60.45,22259.42476,4.6,4.1,0.09,67,0.318,0.273,0.38,0.138,935.8,3439.9,0.197,0.073,275.34,NA,79.3,NA,NA,"Trump"
"136","Banks County, Georgia",88.2522315001,6946,27,73,10.5,3.9,71.7,27364.01778,3.9,NA,0.1,49,0.25,0.275,0.282,0.108,87.7,271.7,0.244,0.066,353.78,NA,81.9,NA,NA,"Trump"
"137","Catoosa County, Georgia",78.6872878159,26510,17.9,82.1,17.3,5.2,76.75,28483.48,4,5.4,0.09,51.8,0.278,0.229,0.31,0.124,144.1,121.1,0.181,0.066,176.21,3,53.7,7.1,1366.774,"Trump"
"138","Chattahoochee County, Georgia",53.901734104,1384,6.8,93.2,31.5,7.5,58.05,32176.412065,NA,NA,0.08,38.1,0.196,NA,0.305,0.073,502.2,137.2,0.155,0.183,157.69,NA,46,NA,NA,"Trump"
"139","Columbia County, Georgia",67.0821000156,64190,10.1,89.9,33.8,12.7,80.6,35440.730795,2.8,2.8,0.08,25.9,0.227,0.164,0.264,0.098,159.2,182.1,0.154,0.068,116.98,2.01,45.7,6.9,NA,"Trump"
"140","Harris County, Georgia",72.7855051245,16392,11.5,88.5,27.4,10.7,82.45,35159.971745,3,2.7,0.09,29,0.195,0.185,0.282,0.127,223.2,149.4,0.148,0.068,76.21,4.78,57.2,NA,1287.78,"Trump"
"141","McDuffie County, Georgia",58.6102719033,9268,29.9,70.1,11.5,4.3,75.5,22197.390475,5.5,3.6,0.12,70.2,0.506,0.243,0.325,0.147,669,150.1,0.199,0.102,259.38,7.27,92.1,11.9,NA,"Trump"
"142","Tattnall County, Georgia",74.0223869749,6879,26,74,11.9,4.8,64,21881.09619,5.7,5.5,0.09,87.7,0.406,0.315,0.315,0.105,358.1,229.8,0.268,0.101,154.11,10.15,82.5,11.3,1192.276,"Trump"
"143","Columbiana County, Ohio",68.6816464506,45261,14.7,85.3,12.4,4,75.9,22557.653015,4.7,3.7,0.08,39.9,0.32,0.216,0.32,0.123,195.2,62.3,0.16,0.08,31.19,3.14,63.3,7,977.646,"Trump"
"144","Pickaway County, Ohio",69.211388259,23814,17.1,82.9,13.5,4.9,74.8,28952.42476,5,4.6,0.08,39.5,0.308,0.209,0.33,0.102,228.6,843.5,0.129,0.076,154.21,NA,54.4,6.3,988.568,"Trump"
"145","Seneca County, Ohio",62.0033218347,23481,12.5,87.5,16.1,6.3,81.05,24996.86349,2.4,2.7,0.08,33.7,0.331,0.188,0.3,0.1,207.2,36.5,0.142,0.075,64.86,NA,56,6.7,953.008,"Trump"
"146","Haskell County, Oklahoma",78.0946345585,4734,24.1,75.9,13.4,3.2,70.25,21621.47365,3.9,3.8,0.08,72.5,0.291,0.139,0.313,0.122,132.7,56.6,0.259,0.068,321.58,NA,93.8,NA,NA,"Trump"
"147","Kiowa County, Oklahoma",74.3192891946,3489,15.6,84.4,16.4,4.9,69.3,22042.560315,3.9,3.9,0.09,63.4,0.325,0.276,0.321,0.148,265.5,NA,0.212,0.049,222.12,NA,127.9,NA,775.3985,"Trump"
"148","Okfuskee County, Oklahoma",70.9636409865,3933,21.2,78.8,10.9,3.1,73.45,22072.278415,4.2,2.9,0.08,65.8,0.321,0.248,0.351,0.133,267.2,97.4,0.246,0.072,246.62,NA,118,NA,1097.534,"Trump"
"149","Clatsop County, Oregon",42.9232294306,18158,8.9,91.1,21.6,8.4,76.25,21647.6127,3.8,3.3,0.06,30.1,0.378,0.183,0.26,0.098,344.5,73.2,0.197,0.077,136.59,NA,79.2,7.9,2183.003,"Clinton"
"150","Curry County, Oregon",58.8423908575,12163,8.4,91.6,18.5,6.1,71.7,21616.790475,4,3.3,0.06,30.6,0.334,0.213,0.291,0.113,147.2,47.1,0.19,0.116,133.67,NA,120.4,NA,2265.426,"Trump"
"151","Bradford County, Pennsylvania",70.6996338439,25399,14.6,85.4,15.7,5.1,73.45,25025.913335,3.2,2.5,0.07,35,0.292,0.214,0.348,0.097,174.8,70.5,0.134,0.065,148.6,2.29,66.3,8.1,927.7985,"Trump"
"152","Jefferson County, Pennsylvania",78.3407902539,18551,13.1,86.9,12,3.9,71.85,23590.347935,4,4.7,0.09,33.3,0.296,0.261,0.292,0.13,149,39.1,0.139,0.079,203.7,NA,76,7.9,1097.026,"Trump"
"153","Providence County, Rhode Island",37.2951411972,242179,21,79,25.6,10.1,78.4,28785.174285,3.8,3.7,0.08,33.7,0.428,0.171,0.273,0.089,527.7,312.3,0.153,0.112,341.24,4.1,58.1,7,1299.29466667,"Clinton"
"154","Allendale County, South Carolina",22.0234768027,3578,26.8,73.2,13.2,3.8,69.15,20217.24127,3.7,2.9,0.12,86.6,0.672,0.221,0.367,0.155,1001.9,683,0.186,0.169,1102.47,14.55,82.2,18.6,1176.782,"Clinton"
"155","Georgetown County, South Carolina",54.9953996002,31519,16.6,83.4,21.8,8.1,76.05,23129.608255,3.6,3.7,0.11,54.6,0.446,0.181,0.351,0.134,621.8,384,0.214,0.098,626.74,6.43,90.3,12.3,1324.737,"Trump"
"156","Douglas County, South Dakota",83.3644859813,1605,25.9,74.1,16,3,72.7,22792.615555,2.7,3.2,NA,NA,0.129,0.126,0.293,0.097,NA,NA,0.159,0.034,12.13,NA,NA,NA,NA,"Trump"
"157","Miner County, South Dakota",66.3533834586,1064,14.4,85.6,17.5,4.4,85.1,26002.355875,NA,NA,NA,19.6,0.198,NA,0.313,0.088,169.6,NA,0.13,0.041,27.77,NA,NA,NA,697.865,"Trump"
"158","Jackson County, Tennessee",72.6107488194,4447,30.9,69.1,9.4,4.7,64.65,20467.08,4.5,NA,0.07,40.2,0.323,0.274,0.307,0.121,184.7,77.5,0.19,0.094,198.59,NA,118.4,NA,1422.4,"Trump"
"159","Van Buren County, Tennessee",75.2999586264,2417,25.3,74.7,9,4.8,69.4,22006.62381,4.7,4.3,0.09,57.2,0.257,0.394,0.335,0.122,200.6,106.1,0.188,0.116,270.42,NA,94.5,NA,1412.494,"Trump"
"160","Anderson County, Texas",77.9593770356,16887,25.2,74.8,11.3,2.9,66.8,26140.45524,3.8,3.5,0.09,70.7,0.36,0.216,0.34,0.115,317.3,380.2,0.264,0.077,311.56,6.7,93.1,5.8,1165.098,"Trump"
"161","Pearl River County, Mississippi",82.1997565236,18893,19.6,80.4,14.6,4.5,71.65,25983.48349,4.8,5.2,0.1,54.3,0.335,0.298,0.33,0.14,272.8,198.1,0.228,0.094,170.47,4.72,110.1,9,1559.306,"Trump"
"162","Jefferson County, Montana",62.494282665,6559,7.8,92.2,32,12.2,75.55,24964.09365,3.8,3,0.07,19.8,0.179,0.17,0.201,0.075,87.9,99.2,0.172,0.052,160.34,NA,87.8,NA,NA,"Trump"
"163","Roosevelt County, Montana",49.1719017704,3502,10.9,89.1,17.3,4.7,74.3,27894.546985,3.9,3,0.08,108.4,0.418,0.274,0.358,0.133,1291.9,NA,0.264,0.074,314.33,18,153.9,NA,341.164333333,"Clinton"
"164","Ashe County, North Carolina",71.0714285714,13160,23.2,76.8,17.2,6.1,71.05,21947.298415,4.8,3.5,0.09,57,0.271,0.24,0.225,0.096,103.2,30.8,0.224,0.115,140.15,NA,97.1,NA,NA,"Trump"
"165","Cabarrus County, North Carolina",58.4866266675,91002,15,85,23.5,7.1,77.4,31233.139685,3.2,3.2,0.09,42.4,0.257,0.193,0.309,0.099,396.8,159.5,0.177,0.088,149.66,5.23,69.6,6.4,1166.114,"Trump"
"166","Johnston County, North Carolina",63.9622485305,84553,18.8,81.2,19.3,4.5,76.75,30556.010475,4,3.7,0.08,48.2,0.308,0.254,0.334,0.116,318.7,225,0.187,0.084,213.55,5.43,64.9,6.8,1195.959,"Trump"
"167","Moore County, North Carolina",63.4042642316,47746,11.6,88.4,29.8,10.3,77.3,26119.31238,3.6,3.1,0.08,42.2,0.335,0.154,0.285,0.113,293.2,175.6,0.183,0.088,225.03,7.12,79.7,7.9,1202.182,"Trump"
"168","Adams County, North Dakota",74.9585406302,1206,14.7,85.3,18.4,2.3,66.6,22294.869525,2.5,3,NA,27.6,0.252,0.112,0.331,0.112,NA,NA,0.136,0.027,57.53,NA,NA,NA,428.5615,"Trump"
"169","McLean County, North Dakota",73.5113330772,5206,14.2,85.8,17.4,3.1,74.25,27935.28984,2.7,2.7,0.05,16.3,0.162,0.188,0.315,0.106,88.2,NA,0.129,0.044,60.65,NA,99.4,NA,NA,"Trump"
"170","Kearney County, Nebraska",77.6989512647,3242,7.3,92.7,25,7.2,76.9,28948.26508,2,2.5,0.07,23.2,0.102,0.172,0.294,0.074,75.9,NA,0.11,0.029,76.97,NA,64.1,NA,666.115,"Trump"
"171","York County, Nebraska",74.9040920716,6256,9.4,90.6,21.5,6.7,76.5,24305.32762,2.8,2.2,0.07,29.5,0.226,0.181,0.326,0.09,189.4,85.7,0.117,0.037,36.02,NA,38.9,NA,742.061,"Trump"
"172","Strafford County, New Hampshire",42.7630030595,67984,10.5,89.5,30,10.9,78.4,28998.89143,3.8,3.7,0.07,15.7,0.28,0.185,0.301,0.09,314.9,86.8,0.142,0.055,193.32,1.18,48.5,6.2,1208.5828,"Clinton"
"173","Hudson County, New Jersey",22.6461462083,201425,19.7,80.3,34.6,12.2,76.1,34869.247935,4.2,3.4,0.08,35.4,0.442,0.163,0.239,0.077,327.7,972.3,0.224,0.105,473.01,5.74,29.7,5.9,1206.5,"Clinton"
"174","Monmouth County, New Jersey",53.0718454831,311474,8.8,91.2,39.2,14.9,84.25,41283.333015,3,3.4,0.08,13.4,0.211,0.158,0.224,0.085,187.3,330.3,0.122,0.089,197.97,1.8,35.5,3.6,1213.231,"Trump"
"175","Monroe County, New York",40.2515585762,320164,11.6,88.4,34.8,15.1,81.5,29746.920315,3.6,3.4,0.08,27.5,0.386,0.181,0.302,0.096,671.8,340.9,0.101,0.08,363.42,6.36,44,7,870.458,"Clinton"
"176","New York County, New York",9.9658757322,591368,15.4,84.6,57,27.2,75.1,46965.572065,3.6,3.5,0.09,24.5,0.441,0.129,0.157,0.073,784.2,2391.2,0.123,0.077,591.66,4.34,32.3,4.5,1204.722,"Clinton"
"177","St. Lawrence County, New York",52.483358935,35154,14.2,85.8,18.7,8.6,81.45,20709.101585,5.1,4.3,0.08,22.9,0.352,0.267,0.3,0.102,198.8,303.8,0.124,0.105,150.19,2.05,50.5,7.3,985.266,"Trump"
"178","Cherokee County, Iowa",67.7012609117,6186,7.4,92.6,19.2,4.4,75.15,27268.0527,NA,1.2,0.05,30.1,0.221,0.097,0.277,0.092,99.4,NA,0.101,0.046,311.88,NA,74.5,NA,780.288,"Trump"
"179","Dubuque County, Iowa",47.6864408508,49037,10.6,89.4,25.3,8.8,80.05,26345.32603,2.3,1.9,0.06,27.2,0.253,0.1,0.272,0.09,350.8,43.8,0.091,0.048,247.52,1.55,45.8,5.3,917.702,"Clinton"
"180","Fayette County, Iowa",56.9754407419,9813,11.8,88.2,16.5,5,82.1,22316.324445,3,3,0.07,28.1,0.232,0.21,0.349,0.091,252.7,34.1,0.121,0.057,185.69,NA,60,NA,958.215,"Trump"
"181","Hamilton County, Iowa",58.6375016471,7589,9.7,90.3,16.4,3.3,78,28962.822855,2.4,2.8,0.09,37,0.286,0.225,0.317,0.095,193.1,46.1,0.11,0.076,272.24,NA,70.5,NA,915.289,"Trump"
"182","Camas County, Idaho",68.4474123539,599,18.1,81.9,22.6,5.9,77.5,22400.145715,NA,NA,NA,NA,0.292,NA,0.256,0.092,NA,NA,0.278,0.09,88.63,NA,NA,NA,396.367,"Trump"
"183","Edwards County, Illinois",83.8466183575,3312,11,89,13.1,4.7,74.2,26878.95746,NA,NA,0.07,39.5,0.236,NA,0.273,0.097,136,NA,0.119,0.082,137.17,NA,107.4,NA,1193.038,"Trump"
"184","Adams County, Indiana",73.9473886034,13039,17.2,82.8,12.2,4,68.05,26618.386665,2.5,2.8,0.07,31.2,0.161,0.208,0.304,0.089,130.9,21.3,0.189,0.078,NA,NA,43.3,8.7,971.677,"Trump"
"185","Carroll County, Indiana",72.8656057614,8609,11.4,88.6,14.9,3.6,74.7,28562.90889,3.5,3.3,0.07,28,0.239,0.258,0.336,0.105,159.8,NA,0.162,0.075,82.95,NA,53.6,NA,1007.02533333,"Trump"
"186","Delaware County, Indiana",54.1779458153,44699,15.5,84.5,22.4,9.6,81.55,19166.48127,4.6,4.9,0.1,25.1,0.379,0.252,0.332,0.105,651,97.5,0.168,0.095,378.45,3.16,57.9,9.9,1019.048,"Trump"
"187","Fulton County, Indiana",71.7697635539,8374,14.3,85.7,14,5.4,70.85,25563.889205,3.4,4,0.07,51.1,0.255,0.176,0.316,0.107,105.4,NA,0.176,0.086,188.58,NA,62.9,NA,1033.78,"Trump"
"188","Martin County, Indiana",76.8670688579,4807,18.8,81.2,8.5,3.5,74.3,26599.974605,4.4,NA,0.08,39.5,0.246,0.175,0.291,0.102,193.6,NA,0.156,0.067,107.53,NA,69.7,NA,1218.946,"Trump"
"189","Morgan County, Indiana",75.9172546504,31180,15,85,13.9,4.5,76.6,30293.299685,3.8,2.7,0.08,38.3,0.281,0.242,0.332,0.104,213.1,77.3,0.153,0.081,NA,NA,66.5,8.3,1136.142,"Trump"
"190","Perry County, Indiana",56.7725856698,8025,17.5,82.5,8.3,4,68.1,25663.906985,4.1,4.3,0.1,51.1,0.248,0.245,0.321,0.094,155,66,0.153,0.079,128.97,NA,68.3,NA,1201.42,"Trump"
"191","Randolph County, Indiana",71.8726090283,10456,15.3,84.7,10.4,4.4,76.9,24557.406985,5,3.6,0.09,45.8,0.35,0.235,0.348,0.13,390.7,49.3,0.176,0.097,45.57,NA,56.3,NA,993.309333333,"Trump"
"192","Chautauqua County, Kansas",84.1192411924,1845,13,87,17,4.7,73.45,24643.156825,2.7,NA,NA,44.6,0.298,0.278,0.306,0.108,223.2,NA,0.211,0.061,NA,NA,NA,NA,1045.21,"Trump"
"193","Neosho County, Kansas",70.5576329052,6151,12.9,87.1,16.2,4.6,87.25,20604.810475,3.1,3,0.07,54.9,0.292,0.169,0.342,0.119,267.5,NA,0.149,0.072,253.6,NA,81,NA,1111.377,"Trump"
"194","Phillips County, Kansas",84.2589046342,2611,10.3,89.7,17.1,3.4,76.55,25949.97016,2.8,2.5,0.06,23.5,0.393,0.124,0.315,0.108,NA,NA,0.149,0.042,54.23,NA,NA,NA,NA,"Trump"
"195","Pratt County, Kansas",74.1986337362,3806,10.5,89.5,22.7,9.1,82.05,24746.655555,NA,2,0.07,41.3,0.219,0.178,0.311,0.097,206.7,NA,0.154,0.04,309.35,NA,57.9,NA,719.074,"Trump"
"196","Ballard County, Kentucky",77.0787612777,4101,18.8,81.2,10.7,6.3,82.8,26006.980635,7.2,5.6,0.12,58.6,0.204,0.312,0.343,0.137,290.8,NA,0.169,0.085,125.76,NA,94.9,NA,1235.456,"Trump"
"197","Bailey County, Texas",75.2802690583,1784,26.6,73.4,18.5,5.6,72.8,23778.72984,NA,NA,0.09,107.8,0.188,NA,0.289,0.097,193.2,NA,0.325,0.066,303.86,NA,91.1,NA,467.868,"Trump"
"198","Fisher County, Texas",73.4610917538,1722,19,81,15.2,4.3,81.35,22956.115555,NA,NA,0.1,52.3,0.169,NA,0.307,0.12,434.3,NA,0.25,0.052,168.01,NA,NA,NA,628.904,"Trump"
"199","Houston County, Alabama",72.7266238401,42030,18.1,81.9,19,6.8,73.1,25514.17111,4.5,4.3,0.09,55.1,0.407,0.184,0.349,0.13,776.6,315.8,0.162,0.07,534.04,5.43,65.1,8.9,1420.114,"Trump"
"200","Franklin County, Alabama",79.1802593057,11955,30.4,69.6,11.8,4.2,68.9,21582.97016,5,4.4,0.09,65.9,0.324,0.245,0.343,0.142,279.1,50.4,0.21,0.082,275.89,NA,92.4,10.4,NA,"Trump"
"201","Hale County, Alabama",39.6004993758,8010,30.1,69.9,10,4.1,73.35,20564.305395,3.9,4.1,0.14,44.5,0.549,NA,0.416,0.163,1199.7,283.7,0.191,0.099,415.06,15.75,82.8,NA,NA,"Clinton"
"202","Pope County, Arkansas",72.0900321543,21770,18.1,81.9,20.1,6.4,74.3,20399.16762,4.6,3.2,0.08,47.1,0.299,0.228,0.352,0.119,372.2,88,0.211,0.071,273.26,2.64,67.2,6.7,NA,"Trump"
"203","Van Buren County, Arkansas",75.6323777403,7116,19,81,13.2,3.9,66.7,19581.70476,4,4.1,0.09,63.5,0.351,0.312,0.332,0.128,240,47.4,0.22,0.089,301.54,NA,96.3,NA,1323.34,"Trump"
"204","Johnson County, Arkansas",66.8280871671,9086,23.6,76.4,14.8,4.4,67.55,21456.1927,4.7,3.4,0.07,65.8,0.278,0.244,0.349,0.119,310.8,27.5,0.23,0.068,204.02,NA,65.9,NA,1289.939,"Trump"
"205","Carroll County, Arkansas",63.0868107303,10736,21,79,17.4,5.7,68.05,21047.41619,4.1,4.1,0.07,70.7,0.261,0.239,0.287,0.114,159.9,130.7,0.262,0.055,250.55,NA,100.2,9.6,NA,"Trump"
"206","Pinal County, Arizona",57.4137839134,93805,16.3,83.7,17.9,5.9,69.8,30916.070475,3.5,3.5,0.07,60.6,0.335,0.173,0.314,0.104,281.7,174.1,0.194,0.089,228.8,6.78,67.5,6.6,NA,"Trump"
"207","Navajo County, Arizona",51.3005168178,35409,19.5,80.5,14.4,5.5,73.7,22214.36476,4.1,3.7,0.08,68.8,0.408,0.168,0.317,0.116,743,83.9,0.212,0.152,369.48,12.4,131.4,8,237.9345,"Trump"
"208","San Benito County, California",36.8256316868,17572,26.2,73.8,18.3,5.1,76.9,29406.431745,3.6,2.6,0.06,34.5,0.268,NA,0.243,0.074,358.5,74.3,0.193,0.139,395.06,3.41,36.7,4.1,338.666666667,"Clinton"
"209","Modoc County, California",71.8368562072,3359,15.7,84.3,15.6,3.3,74.9,23488.25778,NA,NA,0.06,39.7,0.297,NA,0.251,0.088,63,NA,0.211,0.135,241.15,NA,99.9,NA,379.758222222,"Trump"
"210","Sierra County, California",58.0931263858,1804,11.7,88.3,23,7,62.35,30675.00635,NA,NA,NA,NA,0.319,NA,0.234,0.095,NA,NA,0.201,0.143,379.95,NA,NA,NA,NA,"Trump"
"211","Tehama County, California",65.4907103825,22875,19.7,80.3,12.6,3.8,76.3,23501.698415,5.2,5,0.06,45.5,0.335,0.211,0.26,0.089,253.1,55.1,0.212,0.139,582.16,5.08,81.9,5.7,897.636,"Trump"
"212","Jackson County, Colorado",72.8538283063,862,8.6,91.4,21.7,4.3,77.4,22066.769205,1.5,NA,NA,40.5,0.322,NA,0.218,0.066,NA,NA,0.251,0.038,48.34,NA,NA,NA,422.317333333,"Trump"
"213","San Juan County, Colorado",42.4901185771,506,6.6,93.4,30.8,10.7,65.85,29462.099685,NA,NA,NA,NA,0,NA,0.202,0.059,NA,NA,0.199,0.085,152.91,NA,NA,NA,672.846,"Clinton"
"214","District of Columbia, District of Columbia",4.12206713478,280272,6.75,43.25,24.6,13.6,38,20254.937145,2.9,2.9,0.11,46.9,0.603,0.157,0.21,0.081,1065.5,2704.3,0.083,0.089,1290.82,26.66,66.6,12,1084.199,"Clinton"
"215","Brevard County, Florida",57.7787533762,314337,9.4,90.6,26.2,9.7,79.05,28826.90095,4.3,4.3,0.08,30.7,0.336,0.218,0.284,0.124,293.1,250.7,0.205,0.092,616.96,5.25,79.4,7,NA,"Trump"
"216","Charlotte County, Florida",62.4939007298,96323,11.7,88.3,21.3,7.7,73.8,25830.044125,3.9,5,0.08,33.9,0.351,0.221,0.257,0.13,199.4,163.5,0.226,0.088,264.74,3.15,59.9,6,1303.909,"Trump"
"217","Citrus County, Florida",68.3213971604,79590,15,85,16.5,6.5,74.85,22202.66508,4.4,4.6,0.08,43,0.389,0.238,0.293,0.129,277.8,85.9,0.225,0.098,342.59,3.41,96.2,6.8,1315.466,"Trump"
"218","Hillsborough County, Florida",44.6883738438,595072,14.2,85.8,28.8,9.7,76.4,30118.97524,4.2,4.1,0.09,43.8,0.388,0.183,0.268,0.105,575,558.2,0.233,0.085,468.89,5.53,71.4,8.4,1287.18733333,"Clinton"
"219","Levy County, Florida",71.0383642278,19367,19.7,80.3,12.2,3.3,75.95,21691.40508,5.3,4.2,0.08,51.6,0.374,0.2,0.337,0.13,405.9,154.5,0.263,0.095,494.9,4.32,100.4,8.6,1494.282,"Trump"
"220","Candler County, Georgia",70.8277881288,3757,22.5,77.5,13.2,3.8,63.05,22095.440635,3.1,NA,0.07,84.1,0.352,0.272,0.32,0.115,523.2,191.5,0.26,0.103,181.85,NA,71,NA,1267.206,"Trump"
"221","Coffee County, Georgia",68.904720783,13896,26.1,73.9,11,4.6,70.25,24418.713015,5.5,3.7,0.11,85,0.363,0.215,0.305,0.117,571.6,261.7,0.255,0.131,357,6.61,72,11.4,NA,"Trump"
"222","Crawford County, Georgia",70.428543727,5157,21.3,78.7,13.6,2.7,71.2,30223.01111,4.4,5.7,0.09,31.3,0.482,0.283,0.307,0.125,254.6,366.7,0.239,0.094,263.93,NA,59.2,NA,NA,"Trump"
"223","Effingham County, Georgia",76.3624706134,23395,15.7,84.3,15.5,5.2,77.15,32837.350795,4.4,3.2,0.09,33.2,0.238,0.179,0.31,0.096,321,76.2,0.188,0.077,113.91,4.1,63.4,9.4,1259.84,"Trump"
"224","Elbert County, Georgia",66.5950455005,7912,27,73,9.6,3.4,72.1,23110.88857,6.2,4.1,0.1,62.7,0.451,0.188,0.355,0.142,507.9,183.1,0.244,0.118,373.77,NA,92,10.3,1218.692,"Trump"
"225","Haralson County, Georgia",84.6425731201,11317,30.4,69.6,11,3.2,71.95,25390.72349,4.1,4.2,0.08,60.8,0.39,0.299,0.316,0.118,174.6,109.9,0.204,0.095,522.03,5.04,114.8,NA,NA,"Trump"
"226","Jenkins County, Georgia",62.3599208965,3034,29.4,70.6,12.8,4.9,75.2,21246.14603,NA,NA,0.11,71.6,0.569,NA,0.319,0.135,699.6,258.2,0.258,0.172,NA,NA,78.6,NA,1132.84,"Trump"
"227","Pickens County, Georgia",83.3285652982,13982,20.7,79.3,22,7.3,74.2,30272.325395,3.9,3.2,0.07,52.8,0.21,0.25,0.259,0.113,163.2,46.4,0.212,0.083,145.6,NA,91.9,8.4,1447.292,"Trump"
